4;510.8661;457.424;526.6916;0.003284889;1.8707541;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
14;510.84506;457.424;526.6916;0.0032948365;1.3016052;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
24;510.72748;457.424;526.6916;0.0033510532;0.84518635;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
34;510.74902;457.424;526.6916;0.003340676;0.4019823;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
44;510.64575;457.424;526.6916;0.0033906845;-0.12491876;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
54;510.5897;457.424;526.6916;0.0034181522;-1.1609341;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
64;510.5897;457.424;526.6916;0.0034181522;-1.1609341;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
74;510.67123;457.424;526.6916;0.0033782888;-1.6072183;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
84;510.70514;457.424;526.6916;0.0033618403;-2.012193;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
94;510.15643;457.424;526.6916;0.0036379655;-2.3321462;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
104;511.18762;457.424;526.6916;0.0031363536;-2.5533404;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
114;511.10226;457.424;526.6916;0.0031751178;-2.7484436;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
124;510.8711;457.424;526.6916;0.0032825177;-2.840848;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
134;511.34958;457.424;526.6916;0.003064101;-2.7613897;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
144;511.71112;457.424;526.6916;0.0029087313;-2.6423755;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
154;512.3848;457.424;526.6916;0.0026398662;-2.511953;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
164;511.94058;457.424;526.6916;0.0028142228;-2.215352;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
174;512.4679;457.424;526.6916;0.0026084825;-1.9762957;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
184;513.08136;457.424;526.6916;0.002387937;-1.5944469;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
194;513.065;457.424;526.6916;0.0023935707;-1.2171811;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
204;512.9058;457.424;526.6916;0.002449074;-0.94280607;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
214;513.8518;457.424;526.6916;0.0021371145;-0.44056925;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
224;513.8518;457.424;526.6916;0.0021371145;-0.44056925;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
234;513.5654;457.424;526.6916;0.0022271215;-0.11504253;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
244;514.6822;457.424;526.6916;0.0018961335;0.17327848;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
254;514.0582;457.424;526.6916;0.0020744991;0.4576382;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
264;514.39795;457.424;526.6916;0.0019754132;0.78373265;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
274;514.8579;457.424;526.6916;0.0018487362;0.96279657;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
284;514.15906;457.424;526.6916;0.0020445797;1.2665287;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
294;514.4439;457.424;526.6916;0.0019623598;1.4640527;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
304;514.34784;457.424;526.6916;0.0019897225;1.700273;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
314;514.1113;457.424;526.6916;0.002058682;1.9085058;1.0;1.2342796E-4;6.1713986E-4;-0.0024685594;16;11;2018;11;29;12;838;
