10;491.4624;484.86273;574.8956;0.2197828;35.856655;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
20;491.36877;484.86273;574.8956;0.21800448;35.876617;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
30;491.29553;484.86273;574.8956;0.21662109;35.962364;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
40;491.23346;484.86273;574.8956;0.21545348;35.957985;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
50;491.07315;484.86273;574.8956;0.2124591;35.959988;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
60;490.9428;484.86273;574.8956;0.21004695;35.963722;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
70;490.8681;484.86273;574.8956;0.20867345;35.96033;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
80;490.86417;484.86273;574.8956;0.208601;35.991722;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
90;490.81232;484.86273;574.8956;0.20765182;36.04172;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
100;490.82703;484.86273;574.8956;0.20792125;36.047287;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
110;490.74194;484.86273;574.8956;0.20636886;36.123142;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
120;490.59467;484.86273;574.8956;0.20370258;36.114395;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
130;490.6223;484.86273;574.8956;0.20420137;36.16359;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
140;490.5541;484.86273;574.8956;0.20297281;36.2009;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
150;490.54745;484.86273;574.8956;0.20285347;36.245747;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
160;490.60324;484.86273;574.8956;0.20385712;36.336353;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
170;490.70566;484.86273;574.8956;0.20570979;36.366043;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
181;490.70566;484.86273;574.8956;0.20570979;36.366043;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
191;490.74005;484.86273;574.8956;0.20633464;36.420864;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
201;490.91452;484.86273;574.8956;0.20952587;36.467216;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
211;491.1176;484.86273;574.8956;0.21328652;36.52699;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
221;491.31848;484.86273;574.8956;0.21705383;36.582314;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
231;491.66086;484.86273;574.8956;0.22358556;36.65751;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
241;491.96173;484.86273;574.8956;0.22944015;36.687023;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
251;492.29135;484.86273;574.8956;0.23597708;36.70799;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
261;492.63867;484.86273;574.8956;0.24300241;36.763847;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
271;493.11105;484.86273;574.8956;0.25278354;36.827248;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
281;493.51648;484.86273;574.8956;0.26138294;36.866337;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
291;494.09793;484.86273;574.8956;0.27404168;36.900173;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
301;499.55054;484.86273;574.8956;0.40887776;36.923126;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
311;501.286;484.86273;574.8956;0.45614967;36.926033;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
321;509.4691;484.86273;574.8956;0.6754668;36.93745;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
331;510.7442;484.86273;574.8956;0.7057104;36.92229;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
341;510.40747;484.86273;574.8956;0.69788426;36.908955;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
352;510.40747;484.86273;574.8956;0.69788426;36.908955;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
362;508.85245;484.86273;574.8956;0.66027707;36.887768;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
372;508.58395;484.86273;574.8956;0.65355635;36.83883;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
382;509.0669;484.86273;574.8956;0.66559947;36.855885;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
392;509.31363;484.86273;574.8956;0.67167073;36.762188;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
402;509.52722;484.86273;574.8956;0.6768812;36.72166;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
412;509.66965;484.86273;574.8956;0.68033135;36.650204;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
422;509.81805;484.86273;574.8956;0.68390495;36.62978;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
432;509.97833;484.86273;574.8956;0.6877405;36.608425;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
442;509.91635;484.86273;574.8956;0.6862604;36.508358;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
452;510.09967;484.86273;574.8956;0.69062746;36.432976;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
462;510.1184;484.86273;574.8956;0.69107234;36.3829;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
472;510.087;484.86273;574.8956;0.69032687;36.32075;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
482;510.20087;484.86273;574.8956;0.6930238;36.26838;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
492;510.23404;484.86273;574.8956;0.6938072;36.28278;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
502;510.6571;484.86273;574.8956;0.7036977;36.338528;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
512;510.42212;484.86273;574.8956;0.6982271;36.391457;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
522;510.42212;484.86273;574.8956;0.6982271;36.391457;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
532;510.43683;484.86273;574.8956;0.69857115;36.426876;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
542;510.36536;484.86273;574.8956;0.69689673;36.58474;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
552;510.39233;484.86273;574.8956;0.6975295;36.734394;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
562;510.3872;484.86273;574.8956;0.69740903;36.950775;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
572;510.39267;484.86273;574.8956;0.6975371;37.179962;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
582;510.32504;484.86273;574.8956;0.69595015;37.423477;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
592;510.33188;484.86273;574.8956;0.6961107;37.66537;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
602;510.24713;484.86273;574.8956;0.69411594;37.903362;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
612;510.05136;484.86273;574.8956;0.6894799;38.295486;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
622;510.10336;484.86273;574.8956;0.6907151;38.640724;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
632;509.81726;484.86273;574.8956;0.68388605;39.34277;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
642;509.78806;484.86273;574.8956;0.6831843;39.664707;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
652;509.7713;484.86273;574.8956;0.68278146;40.055832;28.03989;1.2342796E-4;0.0;-0.0;28;11;2018;10;59;41;596;
