2;455.08542;457.96194;514.1209;0.07501173;21.450333;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
12;454.6872;457.96194;514.1209;0.07023775;21.098791;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
22;453.9671;457.96194;514.1209;0.062311932;20.550879;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
32;453.9671;457.96194;514.1209;0.062311932;20.550879;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
42;453.53152;457.96194;514.1209;0.057931233;20.304691;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
52;453.3277;457.96194;514.1209;0.05598186;20.044348;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
62;453.142;457.96194;514.1209;0.054259844;19.909737;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
72;452.98126;457.96194;514.1209;0.05280976;19.76282;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
82;452.57086;457.96194;514.1209;0.049271673;19.667122;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
92;452.32666;457.96194;514.1209;0.04727425;19.534899;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
102;452.21075;457.96194;514.1209;0.046353396;19.508678;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
112;451.93262;457.96194;514.1209;0.04421257;19.445786;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
122;451.74625;457.96194;514.1209;0.04283127;19.449675;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
132;451.59277;457.96194;514.1209;0.041724887;19.459347;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
142;451.19745;457.96194;514.1209;0.038999308;19.454689;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
152;450.98376;457.96194;514.1209;0.037598114;19.426857;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
162;450.74326;457.96194;514.1209;0.036078893;19.346378;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
172;450.15573;457.96194;514.1209;0.03261199;19.112383;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
182;449.8557;457.96194;514.1209;0.030968167;18.99158;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
192;449.8557;457.96194;514.1209;0.030968167;18.99158;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
202;449.67923;457.96194;514.1209;0.030038858;18.904781;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
212;449.34818;457.96194;514.1209;0.028368164;18.786686;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
222;449.1444;457.96194;514.1209;0.02738501;18.650185;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
232;448.901;457.96194;514.1209;0.026253952;18.675045;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
242;448.73746;457.96194;514.1209;0.025519583;18.548409;1.0;1.2342796E-4;0.0;-0.0;20;11;2018;2;26;50;116;
